,uid,iid,r_ui,est,details
211,A231WM2Z2JL0U3,B000063S4J,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
212,A2XRMQA6PJ5ZJ8,B0009I4VE4,5.0,5.0,"{'actual_k': 1, 'was_impossible': False}"
213,A3OXHLG6DIBRW8,B000EVM5DK,4.0,4.492063492063492,"{'actual_k': 0, 'was_impossible': False}"
214,A7Y6AVS576M03,B00008RS95,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
215,A2AY4YUOX2N1BQ,B000EQADHA,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
216,A25HBO5V8S8SEA,B00006BAW0,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
217,A5JLAU2ARJ0BO,B0001WV72W,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
218,A15QYHQH80W30L,B000144I30,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
219,AT6CZDCP4TRGA,B00028VKO0,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
220,AGHZXQL9F94T9,B00006FMPE,3.0,3.966013071895425,"{'actual_k': 1, 'was_impossible': False}"
221,AGHZXQL9F94T9,B00009VSG6,3.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
222,A5JLAU2ARJ0BO,B00009V3JB,2.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
223,A6FIAB28IS79,B00007EDM8,2.0,2.531818181818182,"{'actual_k': 1, 'was_impossible': False}"
224,A2XRMQA6PJ5ZJ8,B0007LOZH6,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
225,A2BGZ52M908MJY,B00004YV85,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
226,A25HBO5V8S8SEA,B00008J18S,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
227,A1VQHH85U7PX0,B00064GI2O,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
228,A11D1KHM7DVOQK,B00061IYFQ,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
229,A1JWSDDIH5Z7DV,B000222GMG,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
230,A1F9Z42CFF9IAY,B00009R6TA,5.0,3.6491228070175437,"{'actual_k': 0, 'was_impossible': False}"
231,A2R6RA8FRBS608,B00006HXLO,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
232,A5JLAU2ARJ0BO,B0000633EO,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
233,A1MJMYLRTZ76ZX,B00006I5BN,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
234,A5JLAU2ARJ0BO,B00083LJ5Y,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
235,A203OCQQ12MAVT,B0001NMHDO,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
236,A2XRMQA6PJ5ZJ8,B00066IJPQ,5.0,4.585365853658536,"{'actual_k': 0, 'was_impossible': False}"
237,A6FIAB28IS79,B00005AWBJ,4.0,4.1454545454545455,"{'actual_k': 0, 'was_impossible': False}"
238,A5JLAU2ARJ0BO,B00008RUXS,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
239,A5JLAU2ARJ0BO,B0002OZXHO,2.0,3.8677966101694916,"{'actual_k': 0, 'was_impossible': False}"
240,A5JLAU2ARJ0BO,B00006HYRG,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
241,A11D1KHM7DVOQK,B000G36GO0,3.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
242,A11D1KHM7DVOQK,B0009H9PZU,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
243,A25HBO5V8S8SEA,B00006JI6U,5.0,5.0,"{'actual_k': 0, 'was_impossible': False}"
244,A231WM2Z2JL0U3,B00004SB92,5.0,4.636591478696742,"{'actual_k': 1, 'was_impossible': False}"
245,A2BGZ52M908MJY,B00004U8LL,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
246,A5JLAU2ARJ0BO,B0001P4V36,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
247,AGHZXQL9F94T9,B0002OD3JY,4.0,2.966013071895425,"{'actual_k': 1, 'was_impossible': False}"
248,A149RNR5RH19YY,B000BH0X5O,1.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
249,A231WM2Z2JL0U3,B00006LS92,3.0,4.285714285714286,"{'actual_k': 0, 'was_impossible': False}"
250,AWPODHOB4GFWL,B0000CETCT,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
251,ABH9D1TEOJ56E,B00009WKCT,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
252,A2XRMQA6PJ5ZJ8,B0001LFRIS,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
253,A5JLAU2ARJ0BO,B0007WZMW2,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
254,A2AEZQ3DGBBLPR,B000GF2J76,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
255,ALUNVOQRXOZIA,B00003005I,1.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
256,A2AEZQ3DGBBLPR,B0000DKHIR,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
257,A203OCQQ12MAVT,B0006OIZWU,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
258,A1FR68QH6Z4YZM,B0002F3E92,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
259,A5JLAU2ARJ0BO,B0000A03CZ,2.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
260,A2R6RA8FRBS608,B0007SL4IW,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
261,A2B7BUH8834Y6M,B0002IU0G4,3.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
262,A231WM2Z2JL0U3,B00004YRVY,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
263,A2BGZ52M908MJY,B00004U4RX,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
264,A231WM2Z2JL0U3,B00005A0R4,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
265,A1FR68QH6Z4YZM,B0001N7Q8A,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
266,A203OCQQ12MAVT,B0001LS12C,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
267,AGHZXQL9F94T9,B0002ZAIOG,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
268,A1F9Z42CFF9IAY,B00005AWCL,5.0,2.1312656641604004,"{'actual_k': 1, 'was_impossible': False}"
269,A1MJMYLRTZ76ZX,B000799LQS,2.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
270,AKT8TGIT6VVZ5,B0000709SU,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
271,A250AXLRBVYKB4,B000AR0NDW,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
272,A5JLAU2ARJ0BO,B00008NUI2,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
273,A2AEZQ3DGBBLPR,B00005YVPI,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
274,A3OXHLG6DIBRW8,B000BTQXUG,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
275,AGXV8E7XK9J6H,B0001FTVE0,5.0,4.2894736842105265,"{'actual_k': 0, 'was_impossible': False}"
276,A2AY4YUOX2N1BQ,B0000BZMIH,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
277,A3OXHLG6DIBRW8,B0002E1TWM,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
278,A5JLAU2ARJ0BO,B000FTEG24,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
279,A2XRMQA6PJ5ZJ8,B0001CNMFM,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
280,A231WM2Z2JL0U3,B0001G6U5M,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
281,A1ODOGXEYECQQ8,B000233WJ6,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
282,A2B7BUH8834Y6M,B0006N4X2C,3.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
283,A5JLAU2ARJ0BO,B000083GMN,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
284,A5JLAU2ARJ0BO,B000ETVKHE,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
285,A15QYHQH80W30L,B0002GFORQ,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
286,A1FR68QH6Z4YZM,B000GHDRDO,5.0,4.787234042553192,"{'actual_k': 0, 'was_impossible': False}"
287,A5JLAU2ARJ0BO,B000BI2180,1.0,3.8677966101694916,"{'actual_k': 0, 'was_impossible': False}"
288,A5JLAU2ARJ0BO,B00006HXRA,5.0,3.578907721280603,"{'actual_k': 1, 'was_impossible': False}"
289,AT2J7H5TRZM8Z,B000068BRE,5.0,4.181818181818182,"{'actual_k': 0, 'was_impossible': False}"
290,A2BGZ52M908MJY,B00005ALB1,4.0,3.8055555555555554,"{'actual_k': 0, 'was_impossible': False}"
291,A6FIAB28IS79,B00001P4X5,3.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
292,AGXV8E7XK9J6H,B0007DDK7A,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
293,A2CL818RN52NWN,B0007Y6AN0,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
294,AKT8TGIT6VVZ5,B0007WK8KS,5.0,4.783132530120482,"{'actual_k': 0, 'was_impossible': False}"
295,A2BGZ52M908MJY,B00005B70I,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
296,A2B7BUH8834Y6M,B00004TDN2,4.0,4.448717948717949,"{'actual_k': 0, 'was_impossible': False}"
297,A203OCQQ12MAVT,B000GBPMCO,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
298,A38QEATH3NODFM,B0009ML6CU,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
299,A1F9Z42CFF9IAY,B0007OW51Q,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
300,A1435P5AMCPB3X,B000FGEC6C,3.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
301,A5JLAU2ARJ0BO,B0000C4E4S,5.0,3.8677966101694916,"{'actual_k': 0, 'was_impossible': False}"
302,A1JWSDDIH5Z7DV,B0002JARO8,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
303,A7Y6AVS576M03,B000BLHZO2,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
304,A11D1KHM7DVOQK,B00005B9W6,1.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
305,A25HBO5V8S8SEA,B0000X0VCO,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
306,A12DLJESJKM1OQ,B0002SQEWS,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
307,A5JLAU2ARJ0BO,B00006OLCT,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
308,A250AXLRBVYKB4,B000E9ZQBU,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
309,AT6CZDCP4TRGA,B0000AI0OE,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
310,A5JLAU2ARJ0BO,B00069ECWC,3.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
311,A3OXHLG6DIBRW8,B000G5S4JI,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
312,A203OCQQ12MAVT,B000068O4D,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
313,A2AEZQ3DGBBLPR,B0000645V0,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
314,A25HBO5V8S8SEA,B00004ZB57,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
315,AGHZXQL9F94T9,B00006JKXN,4.0,1.073083778966132,"{'actual_k': 1, 'was_impossible': False}"
316,A1RPTVW5VEOSI,B0000UMLYI,2.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
317,AGXV8E7XK9J6H,B000BN9UHU,1.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
318,A1VQHH85U7PX0,B000AZ57M6,5.0,4.613636363636363,"{'actual_k': 0, 'was_impossible': False}"
319,A2XRMQA6PJ5ZJ8,B00009XV7A,5.0,4.585365853658536,"{'actual_k': 0, 'was_impossible': False}"
320,A2R6RA8FRBS608,B000067S6V,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
321,A680RUE1FDO8B,B000CKVOOY,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
322,A15QYHQH80W30L,B000CRUBAA,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
323,A5JLAU2ARJ0BO,B000I62WVQ,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
324,A2R6RA8FRBS608,B0000DC640,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
325,A203OCQQ12MAVT,B0002JC11A,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
326,A2BGZ52M908MJY,B00004ZCA2,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
327,A5JLAU2ARJ0BO,B00009UT28,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
328,A25HBO5V8S8SEA,B000094P0N,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
329,AKT8TGIT6VVZ5,B0000520IJ,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
330,A25HBO5V8S8SEA,B0000X0VCE,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
331,A231WM2Z2JL0U3,B00005AYLL,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
332,A2CL818RN52NWN,B000ESLGBU,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
333,A250AXLRBVYKB4,B000067VBL,5.0,4.382352941176471,"{'actual_k': 0, 'was_impossible': False}"
334,A1435P5AMCPB3X,B000FHFIU0,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
335,A203OCQQ12MAVT,B00014K3U2,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
336,A12DLJESJKM1OQ,B000067VKY,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
337,A680RUE1FDO8B,B000EITTLE,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
338,A2BGZ52M908MJY,B00005LAEP,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
339,A231WM2Z2JL0U3,B00005T3TL,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
340,A1JWSDDIH5Z7DV,B000GHDPHC,5.0,5.0,"{'actual_k': 1, 'was_impossible': False}"
341,A5JLAU2ARJ0BO,B0002P4VHG,1.0,3.8677966101694916,"{'actual_k': 0, 'was_impossible': False}"
342,A5JLAU2ARJ0BO,B000F3RI3O,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
343,A5JLAU2ARJ0BO,B00009VSG6,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
344,AGHZXQL9F94T9,B0002A6YVC,2.0,3.2549019607843137,"{'actual_k': 0, 'was_impossible': False}"
345,ABH9D1TEOJ56E,B0000C4E4S,4.0,3.880952380952381,"{'actual_k': 0, 'was_impossible': False}"
346,AT2J7H5TRZM8Z,B00006412G,4.0,4.181818181818182,"{'actual_k': 0, 'was_impossible': False}"
347,A1FR68QH6Z4YZM,B00007GWC6,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
348,A5JLAU2ARJ0BO,B00009XFMF,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
349,A3OXHLG6DIBRW8,B0000ARKWY,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
350,A2CL818RN52NWN,B000FOVTDS,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
351,A1VQHH85U7PX0,B00004TS3Y,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
352,A38QEATH3NODFM,B00005QZ0E,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
353,A25HBO5V8S8SEA,B0000W4MW0,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
354,A2CL818RN52NWN,B000ACAWZ6,1.0,4.5227272727272725,"{'actual_k': 0, 'was_impossible': False}"
355,A11D1KHM7DVOQK,B00004Z0BN,3.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
356,AT2J7H5TRZM8Z,B0000696HN,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
357,A25HBO5V8S8SEA,B00008EM77,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
358,A3OXHLG6DIBRW8,B000095SB4,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
359,A2B7BUH8834Y6M,B0002I71LG,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
360,A25HBO5V8S8SEA,B00006I5NW,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
361,A1FR68QH6Z4YZM,B0009EUSYU,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
362,A5JLAU2ARJ0BO,B00012IKOU,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
363,A3OXHLG6DIBRW8,B000BSLTIS,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
364,A2BGZ52M908MJY,B00001XE0L,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
365,A12DLJESJKM1OQ,B00006IIU1,4.0,4.288888888888889,"{'actual_k': 0, 'was_impossible': False}"
366,A7Y6AVS576M03,B00005T3DP,5.0,4.686274509803922,"{'actual_k': 0, 'was_impossible': False}"
367,A149RNR5RH19YY,B0001BRITE,4.0,1.0,"{'actual_k': 1, 'was_impossible': False}"
368,A1MJMYLRTZ76ZX,B0009MZ9UA,2.0,4.517857142857143,"{'actual_k': 0, 'was_impossible': False}"
369,AGHZXQL9F94T9,B0007XO79U,2.0,3.2549019607843137,"{'actual_k': 0, 'was_impossible': False}"
370,AGXV8E7XK9J6H,B0000AE6C7,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
371,AKT8TGIT6VVZ5,B0009HN57E,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
372,A25HBO5V8S8SEA,B0001CNMFM,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
373,A1435P5AMCPB3X,B0007Q3BF8,4.0,3.7950089126559714,"{'actual_k': 1, 'was_impossible': False}"
374,AGHZXQL9F94T9,B00017IX10,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
375,A3OXHLG6DIBRW8,B00006JQLB,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
376,A38QEATH3NODFM,B0007VRGW2,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
377,A2AY4YUOX2N1BQ,B000F6OJOC,3.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
378,A25HBO5V8S8SEA,B00009967Y,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
379,AGXV8E7XK9J6H,B0009C15FI,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
380,ALUNVOQRXOZIA,B00004ZCON,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
381,A5JLAU2ARJ0BO,B0000638RV,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
382,A38QEATH3NODFM,B00004TWM3,5.0,4.636363636363637,"{'actual_k': 0, 'was_impossible': False}"
383,A38QEATH3NODFM,B000204SWE,5.0,5.0,"{'actual_k': 1, 'was_impossible': False}"
384,AT6CZDCP4TRGA,B00008Y1A4,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
385,A203OCQQ12MAVT,B00006I5EQ,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
386,A12DLJESJKM1OQ,B00008W7LK,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
387,A2B7BUH8834Y6M,B0000YB7RQ,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
388,A2R6RA8FRBS608,B00005UKBG,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
389,A3NCIN6TNL0MGA,B000668SQ6,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
390,A5JLAU2ARJ0BO,B000EJVWGS,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
391,A1ODOGXEYECQQ8,B000HVVO98,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
392,AKT8TGIT6VVZ5,B000ENTFDG,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
393,A250AXLRBVYKB4,B000HVRRJO,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
394,AGHZXQL9F94T9,B00008J6VW,3.0,3.966013071895425,"{'actual_k': 1, 'was_impossible': False}"
395,A5JLAU2ARJ0BO,B000069K98,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
396,A1435P5AMCPB3X,B000H7ECKK,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
397,A231WM2Z2JL0U3,B000066JQU,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
398,AKT8TGIT6VVZ5,B0007Y794O,5.0,4.783132530120482,"{'actual_k': 0, 'was_impossible': False}"
399,ABH9D1TEOJ56E,B00008SCFL,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
400,A3OXHLG6DIBRW8,B00008Y0VN,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
401,ABH9D1TEOJ56E,B0000DB4D1,5.0,3.880952380952381,"{'actual_k': 0, 'was_impossible': False}"
402,A231WM2Z2JL0U3,B00005B70I,2.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
403,A231WM2Z2JL0U3,B00004TEN2,5.0,5.0,"{'actual_k': 1, 'was_impossible': False}"
404,A1MJMYLRTZ76ZX,B000050AOR,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
405,A3NCIN6TNL0MGA,B00009ZY5C,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
406,A5JLAU2ARJ0BO,B00061HVKU,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
407,A203OCQQ12MAVT,B00006343W,1.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
408,A38QEATH3NODFM,B00008L3HI,4.0,4.636363636363637,"{'actual_k': 0, 'was_impossible': False}"
409,AT2J7H5TRZM8Z,B00004YB5Y,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
410,A1ODOGXEYECQQ8,B0002SAE56,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
411,A680RUE1FDO8B,B000F6Y686,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
412,A5JLAU2ARJ0BO,B00007LAYQ,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
413,A38QEATH3NODFM,B00000J3FU,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
414,A2XRMQA6PJ5ZJ8,B000HJ5N2Y,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
415,A11D1KHM7DVOQK,B00000J9Z7,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
416,AT2J7H5TRZM8Z,B0000659UN,4.0,4.181818181818182,"{'actual_k': 0, 'was_impossible': False}"
417,A2R6RA8FRBS608,B0000CFYM9,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
418,A1VQHH85U7PX0,B00008OE46,5.0,4.613636363636363,"{'actual_k': 0, 'was_impossible': False}"
419,ABH9D1TEOJ56E,B00009W5FF,5.0,3.880952380952381,"{'actual_k': 0, 'was_impossible': False}"
420,A25HBO5V8S8SEA,B0002VAYB2,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
